COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1949,"John P. Wymer's description: Carnegie Institution of Washington, 16th and P Streets NW. September 3, 1949.","1,949",,,212,054\WY 213535.JPG,10/26/2005,Photographic Emulsion,,WY 2135.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Carnegie Institution of Washington Administration Building,Carnegie Institution Administration Building on the southeast corner of 16th and P Streets NW.,Sixteenth Street,Dupont Circle,NW,9/3/1949,195,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",1/15/1950,"John P. Wymer's description: Foundry Methodist Church, 16th and P Streets NW. November 15, 1950.","1,950",,,212,054\WY 213635.JPG,10/26/2005,Photographic Emulsion,,WY 2136.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Foundry Methodist Church,Buildings on the west side of the 1500 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,180,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",1/15/1950,"John P. Wymer's description: First Baptist Church, 16th and O Streets NW. November 15, 1950.","1,950",,,212,054\WY 213735.JPG,10/26/2005,Photographic Emulsion,,WY 2137.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,First Baptist Church Scott Circle Underpass,Buildings on the west side of the 1300 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,181,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: House at the corner of Massachusetts Avenue and N Street NW. August 26, 1951.","1,951",,,212,053\WY 213835.JPG,10/26/2005,Photographic Emulsion,,WY 2138.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Townhouse on the corner of Massachusetts Avenue and N Street NW.,Massachusetts Avenue,Downtown,NW,8/26/1951,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: House at Massachusetts Avenue west of 16th Street NW. August 26, 1951.","1,951",,,212,053\WY 213935.JPG,10/26/2005,Photographic Emulsion,,WY 2139.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Townhouse on the north side of the 1600 block of Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,8/26/1951,181,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1959,"John P. Wymer's description: House at the northeast corner of Rhode Island Avenue and 17th Street NW. November 15, 1950.","1,959",,,212,053\WY 214035.JPG,10/26/2005,Photographic Emulsion,,WY 2140.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Townhouse on the northeast corner of Rhode Island Avenue and 17th Street NW.,Rhode Island Avenue,Dupont Circle,NW,11/15/1959,0182N,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: North side of Massachusetts Avenue east of 17th Street NW. November 15, 1950.","1,950",,,212,053\WY 214135.JPG,10/26/2005,Photographic Emulsion,,WY 2141.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Townhouse on the northeast corner of Rhode Island Avenue and 17th Street NW.,Massachusetts Avenue,Dupont Circle,NW,11/15/1950,181,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: Headquarters, Australian Joint Staff, 1700 Massachusetts Avenue NW. August 26, 1951.","1,951",,,212,053\WY 214235.JPG,10/26/2005,Photographic Emulsion,"Designed by Jules de Sibour, the house was completed in 1910 for Mrs. Emily Wilkins, who had bought the property in 1908. Mrs. Wilkins was the widow of former Ohio Congressman Beriah Wilkins (who was the editor and publisher of the Washington Post at the time of his death in 1905). At her death in 1910, Mrs. Wilkins left the building to her son, John F. Wilkins, who, with his wife, Julia, lived there intermittently (in the late 1920s, the mansion was leased for use as the Finnish Legation) until 1941. Mr. Wilkins was director of the American Security and Trust Company when he died that year. The house was acquired in 1942 by the Australian Government. (In 1973, the Australian Government sold the building to the Republic of Peru.)",WY 2142.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Australian Joint Staff, offices Australian Embassy Sibour, Jules de, designed building Wilkins, Emily J., house Wilkins, John F., Sr., house Finnish Legation",Australian Joint Staff Headquarters offices at 1700 Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,8/26/1951,158,10/06/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: South side of Massachusetts Avenue NW between 17th and 18th Streets. August 26, 1951.","1,951",,,212,053\WY 214335.JPG,10/26/2005,Photographic Emulsion,,WY 2143.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Buildings on the south side of the 1700 block of Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,"1951,/08/26",158,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: Old Force School, now District of Columbia Rent Control Administration, Massachusetts Avenue NW between 17th and 18th Streets. August 26, 1951. (Theodore Roosevelt's sons attended this school when he was President of the U.S.)","1,951",,,212,041\WY 214435.JPG,10/26/2005,Photographic Emulsion,,WY 2144.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Force School District of Columbia Rent Control Administration, offices",Buildings on the south side of the 1700 block of Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,"1951,/08/26",158,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/26/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: Canadian Embassy Chancery, 1700 Massachusetts Avenue NW. March 27, 1952.","1,951",,,212,053\WY 214535.JPG,10/26/2005,Photographic Emulsion,,WY 2145.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Force School District of Columbia Rent Control Administration, offices Canadian Embassy",Buildings on the south side of the 1700 block of Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,"1951,/08/26",158,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,11/09/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: North side of Massachusetts Avenue NW west of 17th Street. November 15, 1950.","1,950",,,212,053\WY 214635.JPG,11/09/2005,Photographic Emulsion,,WY 2146.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Apartment houses on the north side of the 1700 block of Massachusetts Avenue NW.,Massachusetts Avenue,Dupont Circle,NW,11/15/1950,157,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,11/09/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/23/1950,"John P. Wymer's description: Plymouth Congregational Church, 17th and P Streets NW. November 23, 1950.","1,950",,,212,053\WY 214735.JPG,11/09/2005,Photographic Emulsion,,WY 2147.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Plymouth Congregationational Church Cairo Hotel,General view northeast down 17th Street NW from the 1500 block.,Seventeenth Street,Dupont Circle,NW,11/23/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,11/09/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Seventeenth Street NW south of Corcoran Street. November 15, 1950.","1,950",,,212,053\WY 214835.JPG,11/09/2005,Photographic Emulsion,,WY 2148.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Cairo Hotel,Buildings on the east side of the 1600 block of 17th Street NW.,Seventeenth Street,Dupont Circle,NW,11/15/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,11/09/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Q Street NW east of 17th Street (The tall building is the Cairo Hotel, the tallest building in Washington, built before the present height restrictions were in effect). November 15, 1950.","1,950",,,212,053\WY 214935.JPG,11/09/2005,Photographic Emulsion,"Designed by Thomas F. Schneider, the 12-story Cairo Hotel was the tallest building in Washington when completed in 1894. Its facade was based on a Louis Sullivan building in the 1893 Chicago World's Fair. Although initially advertised as an apartment house, only a few units had kitchens -- with many of the tenants using the roof-top restaurant. It soon changed its operation to that of an hotel, undergoing some modernization in the 1930s and after World War II. Like other buildings in the inner city, the Cairo declied rapidly in the 1960s and closed in 1972. In 1973, under new ownership, the building was drastically redesigned by Arthur Cotton Moore and refurbished, again as an apartment house. In 1979 it was changed into a condominium. Much of the Cairo's lasting historical significance results from the strong public objections of neighbors during its construction -- of the possible adverse effect of its height. Although the City Commissioners decided it was too late to stop construction of the building, it enacted height limitations on future buildings -- 90 feet for privately-owned residential structures and 110 feet for commercial ones. Even though the limitations have been modified, the unique overall pleasing skyline of the city exists partly because of the reaction to the building of the controversial ""skyscraper"". (See James Goode's ""Best Addresses"".)",WY 2149.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Cairo Hotel,General view northeast down Q Street NW from 17th Street. Includes the Cairo Hotel.,Q Street,Dupont Circle,NW,11/15/1950,179,09/11/2015,,,,,,,,,,
